皮肤ID,卡牌组ID,皮肤图片,皮肤图片名,下牌动画,提示文字,皮肤显示时间,是否是特殊异画皮肤,外框名,异画皮肤ICON点击TIPS,异画ICON文件名,皮肤短描述,皮肤长描述,获取途径,升级解锁皮肤等级,异画标记图片名,获得方式,部署音效,死亡音效,皮肤录像
190024,19002,queen_fishman_special1,鲛人女王--战争女神,legend_skin_space_colors,商店购买,2023|4|20|0|0|0,1,skin_dec2,鲛人女王--战争女神,skin_queen_fishman2,当她出现在战场上，所有的士兵都战意高涨。,,,2,special_epic,,,,
400511,40051,herbal_medicine,强效草药,,,2023|10|25|0|0|0,0,skin_dec,,,为了保证药效，请将药渣也吃下去。,,,1,,,,,
400521,40052,heroic_shadow_essence,暗影药剂,,,2023|11|16|0|0|0,0,skin_dec,,,请保证可以投掷出30米以上。,,,1,,,,,
230531,23053,heroic_dryadstaff,树精法杖,,,2023|10|16|0|0|0,0,skin_dec,,,你感受到那些生命的力量正在涌动。,,,1,,,,,
240531,24053,heroic_dryadstaff,树精法杖,,,2023|10|16|0|0|0,0,skin_dec,,,你感受到那些生命的力量正在涌动。,,,1,,,,,
260531,26053,heroic_dryadstaff,树精法杖,,,2023|10|16|0|0|0,0,skin_dec,,,你感受到那些生命的力量正在涌动。,,,1,,,,,
220541,22054,heroic_sniperrifle,魔导连发狙击枪,,,2023|9|16|0|0|0,0,skin_dec,,,这种枪居然可以连射？！魔力真是可怕的东西。,,,1,,,,,
230541,23054,heroic_sniperrifle,魔导连发狙击枪,,,2023|9|16|0|0|0,0,skin_dec,,,这种枪居然可以连射？！魔力真是可怕的东西。,,,1,,,,,
240541,24054,heroic_sniperrifle,魔导连发狙击枪,,,2023|9|16|0|0|0,0,skin_dec,,,这种枪居然可以连射？！魔力真是可怕的东西。,,,1,,,,,
260541,26054,heroic_sniperrifle,魔导连发狙击枪,,,2023|9|16|0|0|0,0,skin_dec,,,这种枪居然可以连射？！魔力真是可怕的东西。,,,1,,,,,
210561,21056,maoxue,雪地靴,,,2023|11|16|0|0|0,0,skin_dec,,,可以用来交换沙漠靴。,,,1,,,,,
250561,25056,maoxue,雪地靴,,,2023|11|16|0|0|0,0,skin_dec,,,可以用来交换沙漠靴。,,,1,,,,,
260561,26056,maoxue,雪地靴,,,2023|11|16|0|0|0,0,skin_dec,,,可以用来交换沙漠靴。,,,1,,,,,
210571,21057,gshiled,绿盾,,,2023|11|24|0|0|0,0,skin_dec,,,盾面如镜，仿佛可以照出人影。,,,1,,,,,
250571,25057,gshiled,绿盾,,,2023|11|24|0|0|0,0,skin_dec,,,盾面如镜，仿佛可以照出人影。,,,1,,,,,
260571,26057,gshiled,绿盾,,,2023|11|24|0|0|0,0,skin_dec,,,盾面如镜，仿佛可以照出人影。,,,1,,,,,
400291,40029,magic_pendant,魔力灵药,,,2023|12|16|0|0|0,0,skin_dec,,,它本是临阵大批量治疗的最佳选择，可惜传播速度太快，会波及敌军。,,,1,,,,,
400301,40030,acidsplash,飞溅酸液,,,2024|1|16|0|0|0,0,skin_dec,,,如果改造成玻璃瓶，将会造成更大的破坏。,,,1,,,,,
220581,22058,goldsteel,贵族金甲,,,2023|10|16|0|0|0,0,skin_dec,,,量身定做，不属于它的人穿上会窒息。,,,1,,,,,
230581,23058,goldsteel,贵族金甲,,,2023|10|16|0|0|0,0,skin_dec,,,量身定做，不属于它的人穿上会窒息。,,,1,,,,,
240581,24058,goldsteel,贵族金甲,,,2023|10|16|0|0|0,0,skin_dec,,,量身定做，不属于它的人穿上会窒息。,,,1,,,,,
260581,26058,goldsteel,贵族金甲,,,2023|10|16|0|0|0,0,skin_dec,,,量身定做，不属于它的人穿上会窒息。,,,1,,,,,
210591,21059,mboots,青金铁靴,,,2023|12|25|0|0|0,0,skin_dec,,,穿上它，便会在普通士兵中脱颖而出，成为敌人的首要目标。,,,1,,,,,
260591,26059,mboots,青金铁靴,,,2023|12|25|0|0|0,0,skin_dec,,,穿上它，便会在普通士兵中脱颖而出，成为敌人的首要目标。,,,1,,,,,
210601,21060,buckler,鲨鱼盾,,,2024|1|25|0|0|0,0,skin_dec,,,等到战争结束，我们就把它改造成太极日晷。,,,1,,,,,
220601,22060,buckler,鲨鱼盾,,,2024|1|25|0|0|0,0,skin_dec,,,等到战争结束，我们就把它改造成太极日晷。,,,1,,,,,
260601,26060,buckler,鲨鱼盾,,,2024|1|25|0|0|0,0,skin_dec,,,等到战争结束，我们就把它改造成太极日晷。,,,1,,,,,
210611,21061,dhammer,龙锤,,,2023|9|16|0|0|0,0,skin_dec,,,手法血腥的战士用它完成惨无人道的破坏和斩首。,,,1,,,,,
220611,22061,dhammer,龙锤,,,2023|9|16|0|0|0,0,skin_dec,,,手法血腥的战士用它完成惨无人道的破坏和斩首。,,,1,,,,,
240611,24061,dhammer,龙锤,,,2023|9|16|0|0|0,0,skin_dec,,,手法血腥的战士用它完成惨无人道的破坏和斩首。,,,1,,,,,
250611,25061,dhammer,龙锤,,,2023|9|16|0|0|0,0,skin_dec,,,手法血腥的战士用它完成惨无人道的破坏和斩首。,,,1,,,,,
260611,26061,dhammer,龙锤,,,2023|9|16|0|0|0,0,skin_dec,,,手法血腥的战士用它完成惨无人道的破坏和斩首。,,,1,,,,,
250621,25062,eternal_wine,不死酒,,,2023|9|1|0|0|0,0,skin_dec,,,吸血鬼们眼中至高无上的血池。,,,1,,,,,
260621,26062,eternal_wine,不死酒,,,2023|9|1|0|0|0,0,skin_dec,,,吸血鬼们眼中至高无上的血池。,,,1,,,,,
190031,19003,dracula_lv1,鲜血领主 弗拉德,,,2023|1|1|0|0|0,0,skin_dec,,,“总有一天，我要让这月亮也染上属于我的血红色。”,,,1,,,,,
190041,19004,9color_deer_lv1,森林守护 九色鹿,,,2023|1|1|0|0|0,0,skin_dec,,,“如果我倒下，鲜血就将统治这片大地。”,,,1,,,,,
130361,13036,wisdom_book_lv1,全智之书,,,2023|11|24|0|0|0,0,skin_dec,,,鉴于被经常翻动的感觉并不好，他发誓下次不会再变成书了。,,,1,,,,,
110351,11035,shield_warrior_lv1,铁甲盾卫,,,2023|11|24|0|0|0,0,skin_dec,,,盾牌负责防备身后遇袭，斧头负责扇敌人耳光。,,,1,,,,,
120371,12037,sphinx_lv1,斯芬克斯,,,2023|10|1|0|0|0,0,skin_dec,,,起初他健身是为了增肌，后来长出了一条新的肢体。,,,1,,,,,
110361,11036,fire_bird_lv1,火焰鸟,,,2024|10|20|0|0|0,0,skin_dec,,,因为对发型的审美观差异太大，其他鸟类都不愿与火焰鸟为伍。,,,1,,,,,
120381,12038,werewolfman_lv1,胡狼守卫,,,2023|12|25|0|0|0,0,skin_dec,,,科技再先进，也得有人执刀。,,,1,,,,,
130371,13037,energy_defenser_lv1,奥能防卫者,,,2023|11|16|0|0|0,0,skin_dec,,,盾牌上的蓝色圆圈可以吸引敌人们瞄准它。,,,1,,,,,
140361,14036,forest_sister_lv1,森林女儿,,,2024|1|16|0|0|0,0,skin_dec,,,森林的女儿拿起战刀，保护身后森林的儿子。,,,1,,,,,
150371,15037,magic_devour_lv1,虚空行者,,,2024|10|20|0|0|0,0,skin_dec,,,虚空通过虚空之线，向现实世界批量输送倒挂在线上的虚空行者。,,,1,,,,,
110371,11037,bomber_lv1,爆弹怪,,,2024|10|20|0|0|0,0,skin_dec,,,爆弹怪的牙齿在炸裂之后会散成碎片，杀伤力惊人。,,,1,,,,,
110381,11038,warm_lv1,通道虫,,,2023|11|16|0|0|0,0,skin_dec,,,身体上的自然进化出的尖刺便于串烤或晾晒成肉干。,,,1,,,,,
150381,15038,gargoyle_lv1,石像鬼,,,2024|10|20|0|0|0,0,skin_dec,,,城堡本身就是一座要塞，每一尊雕像都是善战的士兵。,,,1,,,,,
190032,19003,dracula_lv2,鲜血领主 弗拉德,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,“总有一天，我要让这月亮也染上属于我的血红色。”,,,4,,,,,
190033,19003,dracula_special1,鲜血领主 弗拉德--月魔,,新卡预购赠送,2023|1|1|0|0|0,1,skin_dec2,鲜血领主 弗拉德--月魔,skin_dracula,“总有一天，我要让这月亮也染上属于我的血红色。”,,,2,special_rare,,,,
190034,19003,dracula_special2,浴血重生 弗拉德,legend_skin_space_colors,通行证任务解锁,2023|1|1|0|0|0,1,skin_dec2,鲜血领主 弗拉德--浴血,skin_dracula_1,“总有一天，我要让这月亮也染上属于我的血红色。”,,,2,special_epic,,,,
190042,19004,9color_deer_lv2,森林守护 九色鹿,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,“如果我倒下，鲜血就将统治这片大地。”,,,4,,,,,
190043,19004,9color_deer_special1,圣诞守护 九色鹿,legend_skin_space_colors,活动获得,2023|12|24|0|0|0,1,skin_dec2,圣诞守护 九色鹿,skin_9color_deer,“那个白胡子老头儿说穿上这一套比较有节日气氛，但我总觉得他眼神都不对了。”,,,2,special_epic,,,,
130362,13036,wisdom_book_lv2,全智之书,,升级至4级解锁,2023|11|24|0|0|0,0,skin_dec,,,鉴于被经常翻动的感觉并不好，他发誓下次不会再变成书了。,,,4,,,,,
130363,13036,wisdom_book_special1,全智之书--力量,special_skin,通行证任务解锁,2030|1|1|0|0|0,1,skin_dec2,,skin_wisdom_book,“智能检索？你怎么不要求我自动定位？”,,,2,special_epic,,,,
110352,11035,shield_warrior_lv2,铁甲盾卫,,升级至4级解锁,2023|11|24|0|0|0,0,skin_dec,,,盾牌负责防备身后遇袭，斧头负责扇敌人耳光。,,,4,,,,,
120372,12037,sphinx_lv2,斯芬克斯,,升级至4级解锁,2023|10|1|0|0|0,0,skin_dec,,,起初他健身是为了增肌，后来长出了一条新的肢体。,,,4,,,,,
110362,11036,fire_bird_lv2,火焰鸟,,升级至4级解锁,2024|10|20|0|0|0,0,skin_dec,,,因为对发型的审美观差异太大，其他鸟类都不愿与火焰鸟为伍。,,,4,,,,,
120382,12038,werewolfman_lv2,胡狼守卫,,升级至4级解锁,2023|12|25|0|0|0,0,skin_dec,,,科技再先进，也得有人执刀。,,,4,,,,,
130372,13037,energy_defenser_lv2,奥能防卫者,,升级至4级解锁,2023|11|16|0|0|0,0,skin_dec,,,盾牌上的蓝色圆圈可以吸引敌人们瞄准它。,,,4,,,,,
140362,14036,forest_sister_lv2,森林女儿,,升级至4级解锁,2024|1|16|0|0|0,0,skin_dec,,,森林的女儿拿起战刀，保护身后森林的儿子。,,,4,,,,,
150372,15037,magic_devour_lv2,虚空行者,,升级至4级解锁,2024|10|20|0|0|0,0,skin_dec,,,虚空通过虚空之线，向现实世界批量输送倒挂在线上的虚空行者。,,,4,,,,,
110372,11037,bomber_lv2,爆弹怪,,升级至4级解锁,2024|10|20|0|0|0,0,skin_dec,,,爆弹怪的牙齿在炸裂之后会散成碎片，杀伤力惊人。,,,4,,,,,
110382,11038,warm_lv2,通道虫,,升级至4级解锁,2023|11|16|0|0|0,0,skin_dec,,,身体上的自然进化出的尖刺便于串烤或晾晒成肉干。,,,4,,,,,
150382,15038,gargoyle_lv2,石像鬼,,升级至4级解锁,2024|10|20|0|0|0,0,skin_dec,,,城堡本身就是一座要塞，每一尊雕像都是善战的士兵。,,,4,,,,,
100011,10001,rabbit_fairy_lv1,森林偶像,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
100012,10001,rabbit_fairy_lv2,森林偶像,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
100013,10001,rabbit_fairy_lv3,森林偶像,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
100021,10002,doom_mage_lv1,毁灭法师,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
100022,10002,doom_mage_lv2,毁灭法师,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
100023,10002,doom_mage_lv3,毁灭法师,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
100031,10003,hero_demon_lv1,堕落英雄,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
100032,10003,hero_demon_lv2,堕落英雄,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
100033,10003,hero_demon_lv3,堕落英雄,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
100041,10004,crocodime_tycoon_lv1,商业大鳄,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
100042,10004,crocodime_tycoon_lv2,商业大鳄,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
100043,10004,crocodime_tycoon_lv3,商业大鳄,,,2030|1|1|0|0|0,0,skin_dec,,,,,,1,,,,,
199013,19901,blood_hunter_special1,吸血鬼猎人A-假面,legend_skin_space_colors,商店购买,2023|1|1|0|0|0,1,skin_dec2,吸血鬼猎人A-假面,skin_blood_hunter,我知道，总有一天猎手会变成猎物。但是在那之前，弗拉德，我会先制裁你的罪恶！,,,2,special_epic,,,,
129081,12908,tonybear_lv1,搓澡熊,,,2024|1|24|0|0|0,0,skin_dec,,,每一个理发店都有一个叫托尼的老师，他们无一例外的都不是我的对手。,,,1,,,,,
129082,12908,tonybear_lv2,搓澡熊,,升级至4级解锁,2024|1|24|0|0|0,0,skin_dec,,,每一个理发店都有一个叫托尼的老师，他们无一例外的都不是我的对手。,,,4,,,,,
119071,11907,panda_gunner_lv1,枪火熊猫,,,2023|1|1|0|0|0,0,skin_dec,,,“想和我的宝贝聊聊么？”——由玩家草·古拉斯设计,,,1,,,,,
119072,11907,panda_gunner_lv2,枪火熊猫,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,“想和我的宝贝聊聊么？”——由玩家草·古拉斯设计,,,4,,,,,
129091,12909,god_breath_lv1,神息,,,2023|1|1|0|0|0,0,skin_dec,,,“好了，你现在可以开始打我了。”——由玩家褚易生设计,,,1,,,,,
129092,12909,god_breath_lv2,神息,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,“好了，你现在可以开始打我了。”——由玩家褚易生设计,,,4,,,,,
139041,13904,mirror_lv1,镜,,,2023|1|1|0|0|0,0,skin_dec,,,凝视着她，仿佛看见了自己——由玩家青墨设计,,,1,,,,,
139042,13904,mirror_lv2,镜,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,凝视着她，仿佛看见了自己——由玩家青墨设计,,,4,,,,,
149061,14906,leaf_sower_lv1,叶人播种者,,,2023|1|1|0|0|0,0,skin_dec,,,播种者倒在哪里，就把最后一个种子播在哪里。——由玩家设计,,,1,,,,,
149062,14906,leaf_sower_lv2,叶人播种者,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,播种者倒在哪里，就把最后一个种子播在哪里。——由玩家设计,,,4,,,,,
159041,15904,owl_lv1,慧黠猫头鹰,,,2023|1|1|0|0|0,0,skin_dec,,,御杖而行。——由玩家霞之丘·诗羽设计,,,1,,,,,
159042,15904,owl_lv2,慧黠猫头鹰,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,御杖而行。——由玩家霞之丘·诗羽设计,,,4,,,,,
159051,15905,bio_beetle_lv1,仿生甲虫,,,2023|1|1|0|0|0,0,skin_dec,,,“完美的战斗生物。你一定会喜欢它，除非你讨厌甲虫。”——由玩家张晋源设计,,,1,,,,,
159052,15905,bio_beetle_lv2,仿生甲虫,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,“完美的战斗生物。你一定会喜欢它，除非你讨厌甲虫。”——由玩家张晋源设计,,,4,,,,,
190051,19005,balck_beard_lv1,天空司令 黑胡子,,,2023|4|20|0|0|0,0,skin_dec,,,“我的航道就是星辰大海！”,,,1,,,,,
190052,19005,balck_beard_lv2,天空司令 黑胡子,,升级至4级解锁,2023|4|20|0|0|0,0,skin_dec,,,“我的航道就是星辰大海！”,,,4,,,,,
190053,19005,balck_beard_special1,马戏团长 黑胡子,,新卡预购赠送,2023|4|20|0|0|0,1,skin_dec2,马戏团长 黑胡子,skin_balck_beard,“我的航道就是星辰大海！”,,,2,special_rare,,,,
190061,19006,cairo_lv1,怒雷狂风 迦楼罗,,,2023|1|1|0|0|0,0,skin_dec,,,”狂风，听我号令！“,,,1,,,,,
190062,19006,cairo_lv2,怒雷狂风 迦楼罗,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,,”狂风，听我号令！“,,,4,,,,,
110391,11039,escape_eggs_lv1,逃跑的蛋,,,2024|2|16|0|0|0,0,skin_dec,,,”来啊~你抓不着我~“,,,1,,,,,
110392,11039,escape_eggs_lv2,逃跑的蛋,,升级至4级解锁,2024|2|16|0|0|0,0,skin_dec,,,”来啊~你抓不着我~“,,,4,,,,,
110401,11040,timid_warrior_lv1,胆小战士,,,2024|10|20|0|0|0,0,skin_dec,,,战场上的逃跑等于将后背暴露给敌人。,,,1,,,,,
110411,11041,pirates_swordsmen_lv1,海盗剑士,,,2024|10|20|0|0|0,0,skin_dec,,,英勇的海盗剑士，从来不丢下自己的宝箱。,,,1,,,,,
120391,12039,trial_gate_lv1,光明之门,,,2023|9|1|0|0|0,0,skin_dec,,,穿过它能去到另一个世界。,,,1,,,,,
120392,12039,trial_gate_lv2,光明之门,,升级至4级解锁,2023|9|1|0|0|0,0,skin_dec,,,穿过它能去到另一个世界。,,,4,,,,,
120401,12040,cupid_bee_lv1,丘比特蜜蜂,,,2024|1|25|0|0|0,0,skin_dec,,,它能带给你恋情一样的刺痛。,,,1,,,,,
130381,13038,pegasus_lv1,绮梦天马,,,2024|10|20|0|0|0,0,skin_dec,,,这样的生物只在梦中出现。,,,1,,,,,
130382,13038,pegasus_lv2,绮梦天马,,升级至4级解锁,2024|10|20|0|0|0,0,skin_dec,,,这样的生物只在梦中出现。,,,4,,,,,
130391,13039,lake_fairy_lv1,湖中仙子,,,2023|12|16|0|0|0,0,skin_dec,,,别故意丢东西下去，否则她只会丢回你的脸上。,,,1,,,,,
130401,13040,accompany_conch_lv1,伴奏海螺,,,2024|1|16|0|0|0,0,skin_dec,,,水之伴奏。,,,1,,,,,
140371,14037,light_singer_lv1,光之歌姬,,,2023|10|25|0|0|0,0,skin_dec,,,光之歌曲。,,,1,,,,,
140372,14037,light_singer_lv2,光之歌姬,,升级至4级解锁,2023|10|25|0|0|0,0,skin_dec,,,光之歌曲。,,,4,,,,,
140381,14038,wind_harp_lv1,风之竖琴,,,2024|10|20|0|0|0,0,skin_dec,,,风之和声。,,,1,,,,,
140391,14039,fireflies_lv1,萤火虫,,,2024|10|20|0|0|0,0,skin_dec,,,“先生，要一盏小提灯么？”,,,1,,,,,
150391,15039,dancers_dark_lv1,暗之舞者,,,2023|12|16|0|0|0,0,skin_dec,,,暗之舞蹈。,,,1,,,,,
150392,15039,dancers_dark_lv2,暗之舞者,,升级至4级解锁,2023|12|16|0|0|0,0,skin_dec,,,暗之舞蹈。,,,4,,,,,
150401,15040,caskman_lv1,桶中人,,,2024|10|20|0|0|0,0,skin_dec,,,完美的伪装。,,,1,,,,,
220641,22064,death_hook,船长勾爪,,,2023|10|25|0|0|0,0,skin_dec,,,牺牲一只手换来的力量！,,,1,,,,,
250641,25064,death_hook,船长勾爪,,,2023|10|25|0|0|0,0,skin_dec,,,牺牲一只手换来的力量！,,,1,,,,,
260641,26064,death_hook,船长勾爪,,,2023|10|25|0|0|0,0,skin_dec,,,牺牲一只手换来的力量！,,,1,,,,,
210631,21063,storm_finger,风暴之指,,,2023|10|1|0|0|0,0,skin_dec,,,我一个响指就能换来天雷！,,,1,,,,,
240631,24063,storm_finger,风暴之指,,,2023|10|1|0|0|0,0,skin_dec,,,我一个响指就能换来天雷！,,,1,,,,,
260631,26063,storm_finger,风暴之指,,,2023|10|1|0|0|0,0,skin_dec,,,我一个响指就能换来天雷！,,,1,,,,,
310471,31047,pirate_machetes,海贼弯刀,,,2024|1|16|0|0|0,0,skin_dec,,,海贼的弯刀必须保证廉价，廉价到可以丢下它去捡别的东西。,,,1,,,,,
320471,32047,pirate_machetes,海贼弯刀,,,2024|1|16|0|0|0,0,skin_dec,,,海贼的弯刀必须保证廉价，廉价到可以丢下它去捡别的东西。,,,1,,,,,
340471,34047,pirate_machetes,海贼弯刀,,,2024|1|16|0|0|0,0,skin_dec,,,海贼的弯刀必须保证廉价，廉价到可以丢下它去捡别的东西。,,,1,,,,,
350471,35047,pirate_machetes,海贼弯刀,,,2024|1|16|0|0|0,0,skin_dec,,,海贼的弯刀必须保证廉价，廉价到可以丢下它去捡别的东西。,,,1,,,,,
360471,36047,pirate_machetes,海贼弯刀,,,2024|1|16|0|0|0,0,skin_dec,,,海贼的弯刀必须保证廉价，廉价到可以丢下它去捡别的东西。,,,1,,,,,
320481,32048,gun,火枪,,,2024|2|16|0|0|0,0,skin_dec,,,准星？不不，需要瞄准的距离已经超过它的射程了。,,,1,,,,,
330481,33048,gun,火枪,,,2024|2|16|0|0|0,0,skin_dec,,,准星？不不，需要瞄准的距离已经超过它的射程了。,,,1,,,,,
340481,34048,gun,火枪,,,2024|2|16|0|0|0,0,skin_dec,,,准星？不不，需要瞄准的距离已经超过它的射程了。,,,1,,,,,
360481,36048,gun,火枪,,,2024|2|16|0|0|0,0,skin_dec,,,准星？不不，需要瞄准的距离已经超过它的射程了。,,,1,,,,,
400311,40031,heroic_elementalpendant,元素项链,,,2023|12|25|0|0|0,0,skin_dec,,,元素可以是伙伴，也可以是敌人。,,,1,,,,,
190071,19007,black_king_lv1,黑棋国王 卡斯帕,,,2023|1|1|0|0|0,0,skin_dec,,,“卡斯帕作弊了！”巨大的声音在大厅里回荡。,,,1,,,,,
190072,19007,black_king_lv2,黑棋国王 卡斯帕,,升级至4级解锁,2023|1|1|0|0|0,0,skin_dec,,skin_black_king2,“卡斯帕作弊了！”巨大的声音在大厅里回荡。,,,4,,,,,
190073,19007,black_king_special1,王的新装 卡斯帕,,,2023|1|1|0|0|0,1,skin_dec2,王的新装 卡斯帕,skin_black_king,“可是，这棋子并没有穿衣服啊！”——天真的冒险者的遗言,,,2,special_rare,,,,
110421,11042,red_queen_lv1_md,红桃皇后,,,2023|9|16|0|0|0,0,skin_dec,,,,,,1,,,,,
110422,11042,red_queen_lv2_md,红桃皇后,,升级至4级解锁,2023|9|16|0|0|0,0,skin_dec,,,,,,4,,,,,
110431,11043,red_jack_lv1,红桃杰克,,,2024|1|16|0|0|0,0,skin_dec,,,“我的回合！抽牌！”,,,1,,,,,
110432,11043,red_jack_lv2,红桃杰克,,升级至4级解锁,2024|1|16|0|0|0,0,skin_dec,,,“我的回合！抽牌！”,,,4,,,,,
110441,11044,poker_soldiers_lv1,扑克战士,,,2024|10|20|0|0|0,0,skin_dec,,,“列阵！迎敌！”,,,1,,,,,
110442,11044,poker_soldiers_special1,扑克战士--护卫,special_skin,通行证任务解锁,2024|10|20|0|0|0,1,skin_dec2,,skin_poker_soldiers,“誓死守护国王！”,,,2,special_epic,,,,
120411,12041,white_table_lv1,白玉餐桌,,,2023|12|16|0|0|0,0,skin_dec,,,有时候餐具们觉得自己也需要绑好安全带。,,,1,,,,,
120412,12041,white_table_lv2,白玉餐桌,,升级至4级解锁,2023|12|16|0|0|0,0,skin_dec,,,有时候餐具们觉得自己也需要绑好安全带。,,,4,,,,,
120413,12041,white_table_special1,白玉餐桌--叛逃,special_skin,通行证任务解锁,2030|1|1|0|0|0,1,skin_dec2,,skin_white_table,“准备好了吗？现在逃离餐厅！”,,,2,special_epic,,,,
120421,12042,alcoholic_maid_lv1,斟酒女仆,,,2024|10|20|0|0|0,0,skin_dec,,,你最好喝下她倒的酒。,,,1,,,,,
120431,12043,sloth_steward_lv1,树懒管家,,,2024|10|20|0|0|0,0,skin_dec,,,欢……迎……你……,,,1,,,,,
130411,13041,chariot_white_lv1,白棋战车,,,2023|10|25|0|0|0,0,skin_dec,,,横冲直撞……限于棋盘范围之内。,,,1,,,,,
130412,13041,chariot_white_lv2,白棋战车,,升级至4级解锁,2023|10|25|0|0|0,0,skin_dec,,,横冲直撞……限于棋盘范围之内。,,,4,,,,,
130421,13042,element_envoy_lv1,元素使,,,2023|12|25|0|0|0,0,skin_dec,,,倾听元素的低语。,,,1,,,,,
140401,14040,boots_cat_lv1,穿靴子的柴郡猫,,,2024|10|20|0|0|0,0,skin_dec,,,“欢迎来到疯狂的茶会”,,,1,,,,,
140402,14040,boots_cat_lv2,穿靴子的柴郡猫,,升级至4级解锁,2024|10|20|0|0|0,0,skin_dec,,,“欢迎来到疯狂的茶会”,,,4,,,,,
140411,14041,flower_gardener_lv1,花之园丁,,,2024|10|20|0|0|0,0,skin_dec,,,正在招募能认清花园内所有植物的帮手。,,,1,,,,,
140421,14042,petunia_lv1,喇叭花,,,2024|10|20|0|0|0,0,skin_dec,,,花中的少女。,,,1,,,,,
150411,15041,underworld_ferry_lv1,冥河渡者,,,2023|12|25|0|0|0,0,skin_dec,,,“已到冥河正中，船费不足的乘客请下船”。,,,1,,,,,
150412,15041,underworld_ferry_lv1,冥河渡者,,升级至4级解锁,2023|12|25|0|0|0,0,skin_dec,,,“已到冥河正中，船费不足的乘客请下船”。,,,4,,,,,
150421,15042,soul_mask_lv1,撕魂面具,,,2024|10|20|0|0|0,0,skin_dec,,,去年度最不想戴在脸上的面具。,,,1,,,,,
150431,15043,hairball_lv1,毛团,,,2024|10|20|0|0|0,0,skin_dec,,,叽叽咕咕……,,,1,,,,,
210661,21066,white_gloves,洁白手套,,,2024|10|20|0|0|0,0,skin_dec,,,洁白不等于无害。,,,1,,,,,
220661,22066,white_gloves,洁白手套,,,2024|10|20|0|0|0,0,skin_dec,,,洁白不等于无害。,,,1,,,,,
230661,23066,white_gloves,洁白手套,,,2024|10|20|0|0|0,0,skin_dec,,,洁白不等于无害。,,,1,,,,,
240661,24066,white_gloves,洁白手套,,,2024|10|20|0|0|0,0,skin_dec,,,洁白不等于无害。,,,1,,,,,
250661,25066,white_gloves,洁白手套,,,2024|10|20|0|0|0,0,skin_dec,,,洁白不等于无害。,,,1,,,,,
260661,26066,white_gloves,洁白手套,,,2024|10|20|0|0|0,0,skin_dec,,,洁白不等于无害。,,,1,,,,,
220651,22065,toy_mask,玩具假面,,,2024|10|20|0|0|0,0,skin_dec,,,灵魂铸造的假面上永远挂着虚伪的微笑。,,,1,,,,,
250651,25065,toy_mask,玩具假面,,,2024|10|20|0|0|0,0,skin_dec,,,灵魂铸造的假面上永远挂着虚伪的微笑。,,,1,,,,,
260651,26065,toy_mask,玩具假面,,,2024|10|20|0|0|0,0,skin_dec,,,灵魂铸造的假面上永远挂着虚伪的微笑。,,,1,,,,,
330491,33049,softlight_mirror,真视之镜,,,2023|10|25|0|0|0,0,skin_dec,,,未来？过去？镜中展现的就是真实吗？,,,1,,,,,
350491,35049,softlight_mirror,真视之镜,,,2023|10|25|0|0|0,0,skin_dec,,,未来？过去？镜中展现的就是真实吗？,,,1,,,,,
360491,36049,softlight_mirror,真视之镜,,,2023|10|25|0|0|0,0,skin_dec,,,未来？过去？镜中展现的就是真实吗？,,,1,,,,,
320501,32050,guard_weaponbook,据守兵书,,,2023|11|24|0|0|0,0,skin_dec,,,内含国王20多年历战棋谱。,,,1,,,,,
330501,33050,guard_weaponbook,据守兵书,,,2023|11|24|0|0|0,0,skin_dec,,,内含国王20多年历战棋谱。,,,1,,,,,
360501,36050,guard_weaponbook,据守兵书,,,2023|11|24|0|0|0,0,skin_dec,,,内含国王20多年历战棋谱。,,,1,,,,,
400321,40032,magic_bottle,魔力毒瓶,,,2024|10|20|0|0|0,0,skin_dec,,,渗透铠甲，无法清洗,,,1,,,,,
190081,19008,prototype_alice_lv1,原型兵器爱丽丝,,,2023|4|20|0|0|0,0,skin_dec,,,被作为所有童话兵器起源的少女，现在沉眠于没有战斗的梦境之中。,,,1,,,,,
